Passenger_ID,age,gender,income_level,frequent_flyer_status,satisfaction_segment,total_flights,total_no_shows,no_show_rate,avg_satisfaction,avg_price_paid,total_delay_minutes,preferred_class,preferred_checkin,primary_travel_purpose,preferred_airline
P6441,20,Female,High,Platinum,Dissatisfied,1,0,0.0,4.4,114.32,4.0,Economy,Mobile App,Emergency,American Airlines
P6442,57,Female,High,Silver,Neutral,1,0,0.0,6.0,398.3,2.0,Economy,Mobile App,Family,United
P6443,46,Female,Low,Non-Member,Dissatisfied,1,0,0.0,4.3,418.13,22.0,Economy,Mobile App,Leisure,United
P6444,48,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.8,381.83,11.0,Business,Online,Family,JetBlue
P6445,20,Male,Low,Silver,Satisfied,1,0,0.0,7.6,535.28,0.0,Economy,Online,Family,Southwest
P6446,26,Male,Low,Non-Member,Satisfied,1,0,0.0,6.9,237.62,1.0,Premium Economy,Desk,Emergency,Delta
P6447,34,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.1,277.29,4.0,Economy,Desk,Emergency,American Airlines
P6448,69,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,349.75,2.0,Premium Economy,Online,Family,Southwest
P6449,69,Male,Medium,Non-Member,Satisfied,1,1,1.0,7.3,389.45,7.0,First,Airport Kiosk,Leisure,United
P645,76,Male,High,Non-Member,Dissatisfied,1,0,0.0,4.6,167.0,3.0,Premium Economy,Online,Emergency,Delta
P6450,47,Male,Medium,Non-Member,Neutral,1,0,0.0,5.9,373.11,9.0,Economy,Desk,Leisure,United
P6451,79,Female,Low,Gold,Highly Satisfied,1,0,0.0,8.1,330.56,5.0,Business,Online,Family,Southwest
P6452,19,Male,Low,Platinum,Neutral,1,0,0.0,5.0,362.47,1.0,Economy,Desk,Emergency,Delta
P6453,64,Male,Medium,Gold,Neutral,1,0,0.0,5.7,408.97,20.0,Business,Mobile App,Leisure,United
P6454,57,Male,High,Silver,Neutral,1,0,0.0,6.1,416.11,47.0,Economy,Desk,Leisure,Delta
P6455,42,Female,High,Silver,Highly Satisfied,1,0,0.0,9.2,432.59,9.0,Economy,Mobile App,Leisure,United
P6456,42,Male,Medium,Gold,Satisfied,1,0,0.0,7.1,179.97,12.0,Business,Mobile App,Emergency,Southwest
P6457,42,Female,Medium,Non-Member,Neutral,1,0,0.0,6.2,335.45,14.0,Economy,Airport Kiosk,Family,Southwest
P6458,40,Female,Medium,Silver,Neutral,1,1,1.0,5.6,329.61,25.0,Economy,Mobile App,Family,Delta
P6459,48,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.2,224.03,3.0,Economy,Airport Kiosk,Family,American Airlines
P646,77,Female,Low,Silver,Satisfied,1,0,0.0,7.2,379.98,2.0,Economy,Desk,Leisure,Southwest
P6460,71,Male,Medium,Non-Member,Satisfied,1,1,1.0,6.9,336.84,7.0,Economy,Mobile App,Leisure,Southwest
P6461,18,Male,Medium,Silver,Neutral,1,0,0.0,5.6,306.38,28.0,Economy,Airport Kiosk,Business,Delta
P6462,40,Male,High,Silver,Neutral,1,0,0.0,5.7,410.88,9.0,First,Mobile App,Leisure,United
P6463,63,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.5,560.73,0.0,Premium Economy,Mobile App,Leisure,United
P6464,76,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.8,250.88,2.0,Business,Desk,Family,United
P6465,37,Male,Low,Non-Member,Satisfied,1,0,0.0,6.7,258.29,28.0,Economy,Airport Kiosk,Emergency,American Airlines
P6466,64,Female,Low,Non-Member,Neutral,1,0,0.0,6.3,224.98,10.0,Premium Economy,Online,Emergency,JetBlue
P6467,57,Male,High,Non-Member,Neutral,1,0,0.0,5.6,260.53,7.0,Economy,Mobile App,Leisure,JetBlue
P6468,56,Male,High,Non-Member,Dissatisfied,1,0,0.0,4.9,426.17,6.0,Economy,Airport Kiosk,Leisure,United
P6469,70,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,3.8,313.58,14.0,Business,Airport Kiosk,Emergency,American Airlines
P647,51,Male,Medium,Gold,Neutral,1,0,0.0,6.1,500.13,9.0,Business,Desk,Leisure,United
P6470,23,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.2,251.93,2.0,Economy,Airport Kiosk,Emergency,Delta
P6471,26,Female,Low,Platinum,Satisfied,1,0,0.0,7.6,339.85,1.0,Business,Online,Leisure,United
P6472,37,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,309.71,9.0,Economy,Airport Kiosk,Business,United
P6473,32,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.0,487.2,2.0,Business,Airport Kiosk,Leisure,United
P6474,63,Female,High,Gold,Neutral,1,0,0.0,6.1,365.83,4.0,Economy,Airport Kiosk,Business,United
P6475,59,Male,Medium,Silver,Satisfied,1,0,0.0,7.1,296.36,8.0,Economy,Mobile App,Emergency,United
P6476,62,Female,Low,Silver,Neutral,1,0,0.0,5.9,402.72,2.0,Economy,Mobile App,Leisure,American Airlines
P6477,76,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,269.56,6.0,Economy,Airport Kiosk,Leisure,Delta
P6478,72,Female,Medium,Non-Member,Neutral,1,0,0.0,6.4,138.28,28.0,Economy,Airport Kiosk,Emergency,American Airlines
P6479,67,Female,Low,Non-Member,Satisfied,1,0,0.0,7.7,342.29,9.0,Premium Economy,Online,Leisure,Delta
P648,18,Male,Low,Silver,Satisfied,1,0,0.0,6.8,490.07,7.0,Premium Economy,Online,Family,Southwest
P6480,45,Female,Medium,Silver,Neutral,1,0,0.0,6.4,362.72,22.0,Economy,Online,Family,United
P6481,69,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,320.14,2.0,Business,Mobile App,Leisure,Southwest
P6482,64,Male,Medium,Gold,Satisfied,1,0,0.0,7.8,333.36,19.0,Premium Economy,Online,Business,United
P6483,66,Female,Medium,Non-Member,Neutral,1,0,0.0,5.6,410.28,24.0,Economy,Desk,Family,Delta
P6484,19,Female,Low,Platinum,Satisfied,1,0,0.0,7.7,286.88,27.0,Premium Economy,Online,Emergency,United
P6485,38,Female,Low,Gold,Satisfied,1,0,0.0,6.7,448.15,0.0,Economy,Online,Leisure,Delta
P6486,64,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.2,497.83,9.0,Economy,Desk,Family,Delta
P6487,64,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.3,353.98,21.0,Economy,Online,Leisure,United
P6488,19,Male,High,Non-Member,Neutral,1,0,0.0,5.7,471.39,7.0,First,Desk,Business,American Airlines
P6489,60,Female,High,Gold,Neutral,1,0,0.0,6.2,332.54,7.0,Premium Economy,Mobile App,Business,United
P649,79,Male,Medium,Platinum,Satisfied,1,0,0.0,7.7,389.31,5.0,Economy,Airport Kiosk,Emergency,United
P6490,48,Male,Medium,Non-Member,Neutral,1,1,1.0,5.2,135.47,27.0,Economy,Desk,Family,Delta
P6491,46,Male,Medium,Gold,Dissatisfied,1,0,0.0,4.9,286.34,21.0,Economy,Airport Kiosk,Emergency,American Airlines
P6492,66,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.7,520.07,2.0,Economy,Online,Emergency,Delta
P6493,49,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.4,386.14,1.0,Economy,Airport Kiosk,Business,Delta
P6494,50,Male,High,Non-Member,Satisfied,1,0,0.0,7.2,447.21,6.0,Premium Economy,Mobile App,Business,Southwest
P6495,64,Female,Medium,Non-Member,Neutral,1,0,0.0,6.3,478.22,7.0,Premium Economy,Mobile App,Emergency,JetBlue
P6496,18,Female,High,Silver,Dissatisfied,1,0,0.0,4.4,336.11,14.0,Economy,Mobile App,Family,American Airlines
P6497,76,Female,Medium,Silver,Satisfied,1,0,0.0,7.8,309.91,10.0,Economy,Desk,Leisure,American Airlines
P6498,59,Female,Low,Non-Member,Neutral,1,0,0.0,5.8,179.64,4.0,Economy,Desk,Leisure,United
P6499,19,Female,Low,Non-Member,Satisfied,1,0,0.0,6.5,203.0,6.0,Economy,Online,Family,JetBlue
P65,69,Female,High,Non-Member,Satisfied,1,0,0.0,7.7,353.16,4.0,Premium Economy,Mobile App,Business,American Airlines
P650,39,Male,Medium,Silver,Neutral,1,1,1.0,5.5,256.58,2.0,Economy,Airport Kiosk,Leisure,United
P6500,52,Female,Medium,Non-Member,Neutral,1,0,0.0,6.2,484.66,0.0,Economy,Airport Kiosk,Leisure,JetBlue
P6501,23,Female,Medium,Silver,Satisfied,1,0,0.0,6.6,350.42,3.0,Premium Economy,Mobile App,Family,Delta
P6502,52,Male,High,Silver,Highly Satisfied,1,0,0.0,10.0,269.05,25.0,Business,Online,Family,Southwest
P6503,36,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,276.23,2.0,Economy,Desk,Business,Delta
P6504,59,Male,High,Silver,Neutral,1,0,0.0,6.2,377.67,3.0,First,Mobile App,Business,American Airlines
P6505,78,Female,Medium,Silver,Neutral,1,0,0.0,5.7,532.19,17.0,First,Airport Kiosk,Leisure,Delta
P6506,63,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.4,332.33,3.0,Economy,Mobile App,Business,JetBlue
P6507,28,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.9,356.47,1.0,Economy,Airport Kiosk,Emergency,JetBlue
P6508,61,Female,Medium,Silver,Satisfied,1,0,0.0,7.1,359.19,1.0,Economy,Airport Kiosk,Family,JetBlue
P6509,78,Male,Low,Silver,Neutral,1,0,0.0,5.8,267.73,1.0,Economy,Online,Family,Southwest
P651,70,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.0,394.74,21.0,Economy,Online,Family,Delta
P6510,58,Female,Medium,Non-Member,Neutral,1,0,0.0,5.7,529.31,32.0,Business,Online,Leisure,Southwest
P6511,53,Male,Low,Non-Member,Neutral,1,0,0.0,6.3,352.76,1.0,Economy,Mobile App,Emergency,JetBlue
P6512,62,Female,Medium,Silver,Neutral,1,0,0.0,6.2,400.25,6.0,Economy,Online,Leisure,American Airlines
P6513,18,Male,Low,Silver,Neutral,1,0,0.0,5.8,244.53,20.0,Economy,Online,Business,Delta
P6514,73,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.9,276.53,4.0,Economy,Mobile App,Emergency,JetBlue
P6515,44,Female,Medium,Gold,Highly Satisfied,1,0,0.0,10.0,446.08,3.0,Business,Airport Kiosk,Emergency,Delta
P6516,28,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.4,291.32,19.0,Economy,Desk,Family,Delta
P6517,46,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.3,298.72,10.0,Economy,Mobile App,Leisure,American Airlines
P6518,22,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.1,460.63,14.0,Economy,Desk,Business,Delta
P6519,54,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,407.92,13.0,Economy,Mobile App,Family,American Airlines
P652,55,Female,Medium,Gold,Neutral,1,0,0.0,6.1,391.63,8.0,Economy,Airport Kiosk,Business,Southwest
P6520,53,Male,Low,Gold,Neutral,1,0,0.0,6.3,352.26,15.0,Premium Economy,Mobile App,Leisure,American Airlines
P6521,51,Male,Low,Non-Member,Satisfied,1,0,0.0,6.8,335.92,31.0,Business,Online,Business,Southwest
P6522,23,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.9,318.24,25.0,Economy,Airport Kiosk,Emergency,United
P6523,44,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.9,296.47,2.0,Economy,Mobile App,Family,JetBlue
P6524,70,Male,High,Silver,Dissatisfied,1,0,0.0,4.6,408.78,14.0,Premium Economy,Mobile App,Emergency,United
P6525,65,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.8,360.73,11.0,First,Desk,Family,JetBlue
P6526,42,Female,Medium,Silver,Satisfied,1,0,0.0,7.2,416.15,4.0,Economy,Mobile App,Leisure,JetBlue
P6527,58,Male,High,Non-Member,Neutral,1,0,0.0,5.7,334.53,19.0,Business,Airport Kiosk,Business,JetBlue
P6528,37,Female,Low,Non-Member,Dissatisfied,1,0,0.0,4.6,203.05,1.0,Economy,Mobile App,Family,Southwest
P6529,18,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.1,335.39,13.0,Business,Mobile App,Family,United
P653,77,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.2,389.2,49.0,Premium Economy,Mobile App,Leisure,American Airlines
P6530,35,Female,Medium,Platinum,Neutral,1,0,0.0,5.0,395.03,6.0,Business,Mobile App,Business,Southwest
P6531,33,Male,Medium,Non-Member,Neutral,1,0,0.0,5.9,304.37,4.0,Premium Economy,Airport Kiosk,Business,Southwest
P6532,34,Male,Medium,Silver,Satisfied,1,0,0.0,7.5,355.19,6.0,Business,Mobile App,Leisure,United
P6533,35,Male,Low,Non-Member,Satisfied,1,0,0.0,6.8,425.87,8.0,Premium Economy,Online,Emergency,Delta
P6534,61,Male,Low,Non-Member,Satisfied,1,0,0.0,7.6,540.99,6.0,Economy,Mobile App,Business,JetBlue
P6535,76,Male,Medium,Silver,Neutral,1,0,0.0,5.0,386.35,4.0,Economy,Online,Business,Southwest
P6536,54,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,256.23,5.0,Premium Economy,Mobile App,Business,JetBlue
P6537,73,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,496.95,10.0,Economy,Online,Business,Southwest
P6538,39,Male,Medium,Silver,Highly Satisfied,1,0,0.0,9.8,302.5,8.0,Economy,Desk,Leisure,JetBlue
P6539,49,Female,Low,Platinum,Satisfied,1,1,1.0,7.6,540.39,7.0,Premium Economy,Desk,Leisure,Delta
P654,66,Male,Medium,Silver,Neutral,1,0,0.0,5.1,461.86,6.0,Economy,Desk,Emergency,JetBlue
P6540,26,Female,Medium,Silver,Neutral,1,0,0.0,5.6,357.43,13.0,Economy,Airport Kiosk,Emergency,Delta
P6541,65,Female,Low,Platinum,Dissatisfied,1,0,0.0,4.2,183.35,21.0,Economy,Airport Kiosk,Business,American Airlines
P6542,64,Female,Medium,Silver,Satisfied,1,0,0.0,6.9,380.57,13.0,Economy,Online,Emergency,United
P6543,58,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.4,419.89,24.0,Premium Economy,Desk,Business,Southwest
P6544,68,Male,Low,Non-Member,Satisfied,1,0,0.0,7.2,262.17,5.0,Premium Economy,Online,Business,Delta
P6545,46,Male,Medium,Non-Member,Highly Satisfied,1,1,1.0,10.0,347.26,13.0,Economy,Online,Family,Delta
P6546,21,Female,Medium,Gold,Neutral,1,0,0.0,5.4,336.98,4.0,Premium Economy,Desk,Emergency,United
P6547,70,Female,Low,Non-Member,Satisfied,1,0,0.0,7.8,523.02,3.0,Economy,Mobile App,Family,American Airlines
P6548,35,Male,Low,Silver,Neutral,1,0,0.0,6.3,433.22,4.0,Economy,Mobile App,Business,American Airlines
P6549,37,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.4,280.6,12.0,Premium Economy,Airport Kiosk,Business,JetBlue
P655,21,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.5,401.01,4.0,Economy,Online,Leisure,JetBlue
P6550,78,Male,Medium,Gold,Satisfied,1,0,0.0,7.5,341.14,0.0,Economy,Mobile App,Business,American Airlines
P6551,51,Male,High,Silver,Satisfied,1,0,0.0,6.9,362.31,0.0,Economy,Online,Emergency,United
P6552,41,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.6,222.96,2.0,Economy,Desk,Family,Delta
P6553,62,Male,Low,Gold,Satisfied,1,0,0.0,6.6,403.43,12.0,Economy,Desk,Family,United
P6554,33,Female,Medium,Silver,Satisfied,1,0,0.0,6.9,341.96,18.0,Business,Online,Leisure,Delta
P6555,22,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.6,317.38,2.0,Business,Mobile App,Emergency,United
P6556,22,Male,High,Silver,Neutral,1,0,0.0,6.2,393.48,10.0,First,Mobile App,Business,JetBlue
P6557,70,Female,High,Silver,Neutral,1,0,0.0,5.5,354.96,6.0,Economy,Airport Kiosk,Family,American Airlines
P6558,18,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.5,454.46,13.0,Economy,Airport Kiosk,Leisure,Southwest
P6559,22,Female,High,Silver,Neutral,1,0,0.0,5.9,293.92,2.0,Economy,Airport Kiosk,Leisure,JetBlue
P656,65,Male,Medium,Gold,Neutral,1,1,1.0,5.2,293.89,18.0,Economy,Mobile App,Family,American Airlines
P6560,39,Female,Medium,Silver,Satisfied,1,0,0.0,7.3,318.26,32.0,Economy,Airport Kiosk,Leisure,Delta
P6561,69,Male,Low,Gold,Highly Satisfied,1,1,1.0,9.3,534.98,11.0,Economy,Desk,Leisure,Southwest
P6562,56,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.4,215.43,37.0,Economy,Desk,Emergency,JetBlue
P6563,55,Male,Low,Platinum,Satisfied,1,0,0.0,7.1,423.25,21.0,Economy,Online,Family,Delta
P6564,25,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.2,352.19,9.0,Economy,Airport Kiosk,Business,JetBlue
P6565,44,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.6,468.28,2.0,First,Online,Business,Southwest
P6566,19,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.9,303.8,7.0,Economy,Online,Family,United
P6567,64,Male,Low,Non-Member,Neutral,1,0,0.0,6.3,289.12,4.0,Economy,Online,Emergency,Southwest
P6568,67,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,9.4,471.92,10.0,Business,Airport Kiosk,Emergency,Southwest
P6569,46,Male,Low,Non-Member,Satisfied,1,0,0.0,7.2,302.08,17.0,Economy,Airport Kiosk,Business,United
P657,26,Female,Medium,Silver,Neutral,1,0,0.0,5.9,291.3,15.0,Economy,Mobile App,Leisure,Southwest
P6570,24,Female,Low,Gold,Satisfied,1,0,0.0,7.8,323.33,18.0,Business,Mobile App,Family,American Airlines
P6571,24,Male,High,Non-Member,Satisfied,1,1,1.0,6.8,349.33,5.0,Business,Online,Leisure,JetBlue
P6572,55,Male,Low,Non-Member,Satisfied,1,0,0.0,7.1,284.82,29.0,Economy,Airport Kiosk,Business,United
P6573,58,Male,High,Platinum,Highly Satisfied,1,0,0.0,8.6,276.21,19.0,Economy,Airport Kiosk,Business,United
P6574,25,Female,Low,Non-Member,Neutral,1,0,0.0,5.7,331.36,14.0,Business,Desk,Leisure,Delta
P6575,31,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.2,314.23,10.0,Business,Desk,Emergency,Southwest
P6576,23,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.8,350.73,3.0,Economy,Desk,Emergency,Delta
P6577,78,Male,Low,Non-Member,Satisfied,1,1,1.0,6.7,342.65,37.0,Economy,Desk,Emergency,American Airlines
P6578,58,Male,Low,Silver,Neutral,1,0,0.0,5.5,127.11,22.0,Business,Online,Business,United
P6579,67,Female,Medium,Platinum,Neutral,1,0,0.0,5.6,274.53,20.0,Economy,Desk,Family,Southwest
P658,35,Male,Medium,Gold,Highly Satisfied,1,0,0.0,10.0,323.06,31.0,Business,Mobile App,Leisure,American Airlines
P6580,59,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.7,350.95,17.0,Economy,Airport Kiosk,Emergency,Southwest
P6581,30,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.4,394.36,10.0,Business,Airport Kiosk,Leisure,Southwest
P6582,62,Male,High,Non-Member,Dissatisfied,1,0,0.0,3.5,200.22,6.0,Economy,Online,Business,Southwest
P6583,21,Male,High,Gold,Highly Satisfied,1,0,0.0,8.3,350.68,19.0,Business,Airport Kiosk,Business,Southwest
P6584,79,Female,Medium,Non-Member,Neutral,1,0,0.0,6.2,421.61,2.0,Economy,Mobile App,Leisure,American Airlines
P6585,58,Male,High,Gold,Neutral,1,0,0.0,5.7,461.99,4.0,Premium Economy,Online,Family,JetBlue
P6586,67,Male,Low,Silver,Neutral,1,0,0.0,5.0,502.12,2.0,Premium Economy,Mobile App,Family,Southwest
P6587,26,Male,Low,Non-Member,Satisfied,1,0,0.0,7.0,283.83,7.0,Premium Economy,Airport Kiosk,Family,American Airlines
P6588,79,Female,Low,Non-Member,Neutral,1,0,0.0,5.0,358.04,1.0,Economy,Airport Kiosk,Emergency,Southwest
P6589,57,Male,Medium,Platinum,Neutral,1,0,0.0,5.7,332.38,15.0,Premium Economy,Airport Kiosk,Emergency,JetBlue
P659,63,Male,High,Gold,Highly Satisfied,1,0,0.0,9.4,520.13,1.0,Economy,Airport Kiosk,Leisure,American Airlines
P6590,67,Female,Medium,Silver,Satisfied,1,0,0.0,7.9,436.68,22.0,Economy,Airport Kiosk,Business,American Airlines
P6591,62,Female,High,Non-Member,Satisfied,1,0,0.0,6.9,378.94,7.0,Economy,Mobile App,Leisure,JetBlue
P6592,33,Female,High,Non-Member,Dissatisfied,1,0,0.0,3.7,454.24,5.0,Business,Desk,Business,Southwest
P6593,74,Female,Low,Gold,Neutral,1,0,0.0,6.3,418.74,6.0,Economy,Mobile App,Business,JetBlue
P6594,63,Female,Low,Non-Member,Neutral,1,0,0.0,5.8,602.71,6.0,First,Desk,Business,Delta
P6595,79,Female,High,Gold,Neutral,1,0,0.0,6.4,296.96,3.0,Business,Mobile App,Emergency,American Airlines
P6596,28,Male,Medium,Gold,Highly Satisfied,1,1,1.0,8.7,459.27,3.0,Economy,Online,Business,United
P6597,38,Female,Medium,Gold,Neutral,1,0,0.0,5.2,306.91,12.0,Economy,Mobile App,Family,Delta
P6598,44,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.1,198.2,12.0,Economy,Online,Emergency,Delta
P6599,58,Female,Medium,Silver,Dissatisfied,1,0,0.0,4.8,305.03,8.0,Economy,Desk,Leisure,United
P66,76,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.3,366.41,22.0,Economy,Desk,Business,Southwest
P660,71,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.6,309.02,27.0,Business,Desk,Leisure,American Airlines
P6600,19,Male,High,Non-Member,Neutral,1,1,1.0,6.1,357.46,5.0,Business,Online,Emergency,JetBlue
P6601,60,Female,Low,Platinum,Highly Satisfied,1,0,0.0,9.0,206.64,1.0,Economy,Online,Leisure,American Airlines
P6602,22,Male,Low,Silver,Satisfied,1,0,0.0,6.8,329.45,39.0,Economy,Desk,Business,Delta
P6603,75,Female,Low,Gold,Neutral,1,0,0.0,6.4,181.8,19.0,Economy,Online,Leisure,Southwest
P6604,60,Female,Low,Non-Member,Neutral,1,0,0.0,5.9,415.01,0.0,Economy,Online,Emergency,Delta
P6605,74,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.7,369.04,15.0,Economy,Desk,Family,United
P6606,18,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.5,287.98,4.0,First,Mobile App,Business,American Airlines
P6607,60,Female,High,Non-Member,Neutral,1,0,0.0,6.1,422.6,10.0,Business,Airport Kiosk,Business,Southwest
P6608,61,Female,Medium,Silver,Neutral,1,0,0.0,5.5,354.1,0.0,Economy,Online,Business,American Airlines
P6609,26,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.7,373.14,0.0,Economy,Online,Family,Delta
P661,59,Male,Medium,Silver,Satisfied,1,0,0.0,6.7,429.18,6.0,Premium Economy,Airport Kiosk,Leisure,United
P6610,46,Male,Medium,Silver,Satisfied,1,0,0.0,6.6,276.77,4.0,Economy,Online,Business,United
P6611,50,Female,High,Non-Member,Highly Satisfied,1,0,0.0,9.2,333.38,5.0,Economy,Airport Kiosk,Family,Delta
P6612,21,Male,Low,Platinum,Highly Satisfied,1,0,0.0,8.4,514.54,26.0,Economy,Online,Leisure,JetBlue
P6613,63,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,295.16,0.0,Economy,Airport Kiosk,Emergency,JetBlue
P6614,60,Female,Low,Non-Member,Satisfied,1,0,0.0,7.9,344.97,32.0,Economy,Desk,Emergency,Delta
P6615,23,Female,Medium,Non-Member,Neutral,1,0,0.0,6.4,196.91,32.0,Economy,Desk,Business,American Airlines
P6616,30,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.0,400.61,9.0,Economy,Mobile App,Business,Delta
P6617,29,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.5,283.72,18.0,Premium Economy,Online,Family,Delta
P6618,77,Male,Medium,Silver,Satisfied,1,0,0.0,6.5,445.48,1.0,Business,Mobile App,Leisure,American Airlines
P6619,19,Male,High,Non-Member,Neutral,1,0,0.0,6.0,458.2,17.0,Economy,Desk,Leisure,American Airlines
P662,64,Male,Medium,Silver,Satisfied,1,0,0.0,7.8,359.11,8.0,Business,Online,Business,JetBlue
P6620,29,Male,High,Non-Member,Satisfied,1,0,0.0,6.9,466.49,27.0,Business,Airport Kiosk,Business,United
P6621,41,Female,Medium,Platinum,Highly Satisfied,1,0,0.0,8.3,401.29,0.0,Economy,Online,Emergency,Southwest
P6622,51,Female,Medium,Gold,Dissatisfied,1,0,0.0,3.3,324.7,13.0,Business,Mobile App,Leisure,Southwest
P6623,18,Female,Medium,Non-Member,Neutral,1,0,0.0,6.0,319.22,13.0,Premium Economy,Desk,Emergency,American Airlines
P6624,28,Male,Low,Non-Member,Neutral,1,0,0.0,5.9,326.67,7.0,Economy,Airport Kiosk,Leisure,United
P6625,54,Female,Medium,Silver,Dissatisfied,1,0,0.0,4.5,275.49,2.0,Business,Airport Kiosk,Family,Southwest
P6626,40,Male,Low,Silver,Neutral,1,0,0.0,6.4,252.14,3.0,Premium Economy,Desk,Emergency,American Airlines
P6627,73,Male,Low,Silver,Satisfied,1,0,0.0,7.3,284.61,2.0,Economy,Airport Kiosk,Business,American Airlines
P6628,39,Female,Medium,Silver,Neutral,1,0,0.0,5.7,284.81,1.0,Premium Economy,Desk,Emergency,United
P6629,61,Female,Medium,Silver,Dissatisfied,1,1,1.0,3.5,361.27,30.0,Economy,Desk,Family,Southwest
P663,73,Female,Low,Silver,Satisfied,1,0,0.0,7.6,307.41,5.0,Economy,Airport Kiosk,Family,United
P6630,19,Male,Medium,Non-Member,Neutral,1,0,0.0,5.7,421.9,7.0,Premium Economy,Airport Kiosk,Business,Southwest
P6631,59,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,304.8,26.0,Economy,Airport Kiosk,Business,United
P6632,33,Female,Medium,Gold,Neutral,1,0,0.0,5.9,374.66,20.0,Economy,Airport Kiosk,Business,Southwest
P6633,34,Female,High,Platinum,Neutral,1,0,0.0,5.7,272.85,2.0,Business,Mobile App,Family,American Airlines
P6634,48,Female,Medium,Silver,Highly Satisfied,1,0,0.0,9.3,497.95,3.0,Economy,Airport Kiosk,Business,American Airlines
P6635,77,Female,Medium,Silver,Dissatisfied,1,0,0.0,3.2,264.14,6.0,Business,Airport Kiosk,Family,United
P6636,34,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.3,410.51,15.0,Economy,Mobile App,Business,Delta
P6637,35,Female,Low,Gold,Satisfied,1,0,0.0,6.6,139.8,4.0,First,Online,Business,Southwest
P6638,24,Female,High,Non-Member,Highly Satisfied,1,0,0.0,9.2,373.26,19.0,Economy,Desk,Business,United
P6639,45,Female,Low,Non-Member,Satisfied,1,0,0.0,7.4,250.37,3.0,Economy,Mobile App,Leisure,Delta
P664,77,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.0,317.19,5.0,Economy,Online,Emergency,JetBlue
P6640,77,Female,Medium,Silver,Highly Satisfied,1,0,0.0,10.0,281.29,8.0,Economy,Online,Emergency,Delta
